state,name,lat,lon
DE,Fenwick Island,38.460303,-75.053286
DE,Frankford,38.521465,-75.234203
DE,Frederica,39.008004,-75.466598
DE,Georgetown,38.68945,-75.387229
DE,Glasgow,39.601548,-75.747348
DE,Greenville,39.774834,-75.603995
DE,Greenwood,38.807163,-75.589996
DE,Harrington,38.924126,-75.571795
DE,Hartly,39.168292,-75.712377
DE,Henlopen Acres,38.725559,-75.084979
DE,Highland Acres,39.116265,-75.518288
DE,Hockessin,39.7839,-75.680711
DE,Houston,38.917349,-75.503892
DE,Kent Acres,39.132184,-75.516121
DE,Kenton,39.227428,-75.664672
DE,Laurel,38.571457,-75.571134
DE,Leipsic,39.24051,-75.515486
DE,Lewes,38.778644,-75.143689
DE,Lincoln,38.867788,-75.422463
DE,Little Creek,39.165907,-75.448129
DE,Long Neck,38.62199,-75.162058
DE,Magnolia,39.071409,-75.476042
DE,Middletown,39.443394,-75.717504
DE,Milford,38.909787,-75.422301
DE,Millsboro,38.58872,-75.309561
DE,Millville,38.537047,-75.129362
DE,Milton,38.775145,-75.309908
DE,Newark,39.677649,-75.757479
DE,New Castle,39.670017,-75.566519
DE,Newport,39.714355,-75.604296
DE,North Star,39.752546,-75.734866
DE,Ocean View,38.526538,-75.109666
DE,Odessa,39.456455,-75.659626
DE,Pike Creek,39.748745,-75.694974
DE,Pike Creek Valley,39.729288,-75.69787
DE,Port Penn,39.515236,-75.581358
DE,Rehoboth Beach,38.717446,-75.080611
DE,Rising Sun-Lebanon,39.099911,-75.50635
DE,Riverview,39.030435,-75.518649
DE,Rodney Village,39.128322,-75.539656
DE,St. Georges,39.559142,-75.648683
DE,Seaford,38.657254,-75.613379
DE,Selbyville,38.462181,-75.214771
DE,Slaughter Beach,38.918307,-75.313303
DE,Smyrna,39.291975,-75.606717
DE,South Bethany,38.516269,-75.058097
DE,Townsend,39.404803,-75.699096
DE,Viola,39.04293,-75.571458
DE,Wilmington,39.735651,-75.532104
DE,Wilmington Manor,39.685798,-75.584929
DE,Woodside,39.071086,-75.567724
DE,Woodside East,39.067544,-75.537625
DE,Wyoming,39.112407,-75.564916
DC,Washington,38.904247,-77.016517
FL,Acacia Villas,26.645735,-80.110444
FL,Alachua,29.765199,-82.4751
FL,Alafaya,28.528373,-81.185745
FL,Alford,30.69664,-85.39572
FL,Allentown,30.770489,-87.084428
FL,Altamonte Springs,28.661022,-81.394681
FL,Altha,30.57335,-85.126082
FL,Altoona,28.968733,-81.648092
FL,Alturas,27.842056,-81.681576
FL,Alva,26.721492,-81.624284
FL,Andrews,29.549578,-82.888292
FL,Anna Maria,27.529833,-82.733719
FL,Apalachicola,29.727426,-84.994047
FL,Apollo Beach,27.76302,-82.403313
FL,Apopka,28.701701,-81.531825
FL,Arcadia,27.221209,-81.858429
FL,Archer,29.559697,-82.572915
FL,Aripeka,28.429337,-82.668286
FL,Asbury Lake,30.049014,-81.787591
FL,Astatula,28.70732,-81.73419
FL,Astor,29.163834,-81.534621
FL,Atlantic Beach,30.339552,-81.396669
FL,Atlantis,26.597248,-80.1041
FL,Auburndale,28.109997,-81.797322
FL,Aucilla,30.477028,-83.760399
FL,Avalon,30.536216,-87.104631
FL,Ave Maria,26.322804,-81.439425
FL,Aventura,25.96016,-80.133011
FL,Avon Park,27.589703,-81.507278
FL,Azalea Park,28.547251,-81.295395
FL,Babson Park,27.834206,-81.528085
FL,Bagdad,30.584172,-87.044892
FL,Baldwin,30.307776,-81.973665
FL,Bal Harbour,25.8928,-80.123139
FL,Balm,27.753039,-82.289456
FL,Bardmoor,27.856083,-82.75324
FL,Bartow,27.886803,-81.821758
FL,Bascom,30.927758,-85.118081
FL,Bay Harbor Islands,25.887979,-80.133582
FL,Bay Hill,28.462372,-81.514793
FL,Bay Lake,28.389224,-81.578369
FL,Bayonet Point,28.326488,-82.683432
FL,Bay Pines,27.816314,-82.777749
FL,Bayport,28.543064,-82.644015
FL,Bayshore Gardens,27.43302,-82.578072
FL,Beacon Square,28.211219,-82.750751
FL,Bear Creek,27.758102,-82.728762
FL,Bee Ridge,27.2843,-82.473077
FL,Bell,29.756846,-82.861969
FL,Bellair-Meadowbrook Terrace,30.179292,-81.734379
FL,Belleair,27.935974,-82.812777
FL,Belleair Beach,27.931244,-82.836575
FL,Belleair Bluffs,27.919619,-82.81975
FL,Belleair Shore,27.917267,-82.845257
FL,Belle Glade,26.692215,-80.665559
FL,Belle Isle,28.464935,-81.351253
FL,Belleview,29.060615,-82.055868
FL,Bellview,30.464787,-87.30925
FL,Berkshire Lakes,26.161624,-81.728497
FL,Berrydale,30.897011,-87.034001
FL,Beverly Beach,29.51577,-81.14692
FL,Beverly Hills,28.91755,-82.454135
FL,Big Coppitt Key,24.580225,-81.652178
FL,Big Pine Key,24.685137,-81.362518
FL,Biscayne Park,25.881696,-80.181101
FL,Bithlo,28.581865,-81.092097
FL,Black Diamond,28.906711,-82.494615
FL,Black Hammock,28.706005,-81.177323
FL,Bloomingdale,27.876716,-82.261418
FL,Blountstown,30.44285,-85.045401
FL,Boca Raton,26.37269,-80.103711
FL,Bokeelia,26.681353,-82.141633
FL,Bonifay,30.781349,-85.688758
FL,Bonita Springs,26.355011,-81.784234
FL,Boulevard Gardens,26.127138,-80.181174
FL,Bowling Green,27.637752,-81.824773
FL,Boynton Beach,26.528334,-80.080722
FL,Bradenton,27.489798,-82.576804
FL,Bradenton Beach,27.461683,-82.69651
FL,Bradfordville,30.573844,-84.211143
FL,Bradley Junction,27.794569,-81.978223
FL,Brandon,27.935985,-82.299255
FL,Branford,29.96225,-82.924284
FL,Brent,30.471891,-87.250693
FL,Briny Breezes,26.508902,-80.052246
FL,Bristol,30.425539,-84.977292
FL,Broadview Park,26.09875,-80.20847
FL,Bronson,29.449109,-82.638474
FL,Brooker,29.887631,-82.332666
FL,Brookridge,28.548069,-82.489958
FL,Brooksville,28.516578,-82.404665
FL,Brownsdale,30.894151,-87.21502
FL,Brownsville,25.82161,-80.241758
FL,Buckhead Ridge,27.132544,-80.885148
FL,Buckingham,26.645484,-81.747363
FL,Buenaventura Lakes,28.333421,-81.352159
FL,Bunnell,29.418736,-81.31948
FL,Burnt Store Marina,26.76709,-82.051415
FL,Bushnell,28.686946,-82.114406
FL,Butler Beach,29.798881,-81.264799
FL,Cabana Colony,26.855441,-80.086488
FL,Callahan,30.565441,-81.831911
FL,Callaway,30.130399,-85.548596
FL,Campbell,28.259287,-81.450841
FL,Campbellton,30.957854,-85.408601
FL,Canal Point,26.862568,-80.622169
FL,Cape Canaveral,28.393226,-80.604791
FL,Cape Coral,26.645022,-81.993319
FL,Capitola,30.442416,-84.079232
FL,Captiva,26.497641,-82.187205
FL,Carrabelle,29.854391,-84.66792
FL,Carrollwood,28.058222,-82.515768
FL,Caryville,30.775167,-85.811916
FL,Casselberry,28.661183,-81.321926
FL,Cedar Grove,30.18103,-85.626728
FL,Cedar Key,29.150265,-83.037362
FL,Celebration,28.310344,-81.55106
FL,Center Hill,28.621982,-82.014974
FL,Century,30.977307,-87.264724
FL,Chaires,30.444166,-84.132033
FL,Charleston Park,26.705489,-81.580674
FL,Charlotte Harbor,26.961501,-82.059331
FL,Charlotte Park,26.904381,-82.048963
FL,Chattahoochee,30.698344,-84.83061
FL,Cheval,28.148049,-82.517294
FL,Chiefland,29.492246,-82.866334
FL,Chipley,30.775644,-85.54005
FL,Chokoloskee,25.814223,-81.360103
FL,Christmas,28.555569,-80.990194
FL,Chuluota,28.640293,-81.118405
FL,Chumuckla,30.788123,-87.225978
FL,Cinco Bayou,30.42223,-86.60956
FL,Citrus Hills,28.886829,-82.430749
FL,Citrus Park,28.070996,-82.562173
FL,Citrus Springs,28.993166,-82.459486
FL,Clarcona,28.630931,-81.501304
FL,Clearwater,27.979419,-82.771256
FL,Clermont,28.533292,-81.720238
FL,Cleveland,26.951675,-81.989955
FL,Clewiston,26.752811,-80.939194
FL,Cloud Lake,26.674876,-80.071543
FL,Cobbtown,30.879675,-87.128857
FL,Cocoa,28.376643,-80.763306
FL,Cocoa Beach,28.32914,-80.627539
FL,Cocoa West,28.35904,-80.771299
FL,Coconut Creek,26.280943,-80.184718
FL,Coleman,28.802773,-82.070766
FL,Combee Settlement,28.060079,-81.90424
FL,Connerton,28.307711,-82.464832
FL,Conway,28.496937,-81.333042
FL,Cooper City,26.04806,-80.284961
FL,Coral Gables,25.683061,-80.261659
FL,Coral Springs,26.270722,-80.259301
FL,Coral Terrace,25.746187,-80.304463
FL,Cortez,27.467748,-82.668684
FL,Cottondale,30.78973,-85.366039
FL,Country Club,25.939522,-80.309225
FL,Country Walk,25.632882,-80.433982
FL,Crawfordville,30.199552,-84.363398
FL,Crescent Beach,29.730332,-81.241709
FL,Crescent City,29.434538,-81.513284
FL,Crestview,30.747932,-86.579275
FL,Crooked Lake Park,27.830606,-81.590233
FL,Cross City,29.638598,-83.124836
FL,Crystal Lake,28.035979,-81.899636
FL,Crystal River,28.895504,-82.60187
FL,Crystal Springs,28.183617,-82.152899
FL,Cudjoe Key,24.67875,-81.499676
FL,Cutler Bay,25.576148,-80.334007
FL,Cypress Gardens,28.003516,-81.690566
FL,Cypress Lake,26.539284,-81.899392
FL,Cypress Quarters,27.247714,-80.809774
FL,Dade City,28.355933,-82.193437
FL,Dade City North,28.384084,-82.194265
FL,Dania Beach,26.057213,-80.164585
FL,Davenport,28.158166,-81.607702
FL,Davie,26.079169,-80.283013
FL,Day,30.198419,-83.28731
FL,Daytona Beach,29.19071,-81.097083
FL,Daytona Beach Shores,29.171252,-80.980749
FL,DeBary,28.881398,-81.32427
FL,Deerfield Beach,26.311716,-80.125378
FL,DeFuniak Springs,30.712522,-86.119692
FL,DeLand,29.022663,-81.286498
FL,DeLand Southwest,29.007711,-81.311265
FL,De Leon Springs,29.117246,-81.351571
FL,Delray Beach,26.455903,-80.09042
FL,Deltona,28.905121,-81.210978
FL,Desoto Acres,27.382576,-82.518019
FL,Desoto Lakes,27.380515,-82.498993
FL,Destin,30.402932,-86.469048
FL,Dickerson City,30.477598,-87.06904
FL,Dixonville,30.984173,-87.052629
FL,Doctor Phillips,28.443262,-81.490542
FL,Doral,25.815956,-80.357556
FL,Dover,27.986821,-82.231146
FL,Duck Key,24.772765,-80.90952
FL,Dundee,28.017259,-81.603436
FL,Dunedin,28.025744,-82.815358
FL,Dunnellon,29.059608,-82.42538
FL,Eagle Lake,27.97427,-81.755395
FL,East Bronson,29.459296,-82.59054
FL,East Lake,28.122877,-82.689096
FL,East Lake-Orient Park,28.004443,-82.364705
FL,East Milton,30.617223,-86.964336
FL,East Palatka,29.649604,-81.599037
FL,Eastpoint,29.756671,-84.861719
FL,East Williston,29.38835,-82.416482
FL,Eatonville,28.614993,-81.392377
FL,Ebro,30.437284,-85.882013
FL,Edgewater,28.954439,-80.940857
FL,Edgewood,28.48151,-81.370131
FL,Eglin AFB,30.46053,-86.55054
FL,Egypt Lake-Leto,28.017322,-82.506141
FL,Elfers,28.21387,-82.722074
FL,Ellenton,27.52658,-82.526683
FL,El Portal,25.855316,-80.196161
FL,Englewood,26.96868,-82.347886
FL,Ensley,30.525954,-87.272268
FL,Estero,26.425585,-81.799539
FL,Esto,30.981662,-85.642959
FL,Eustis,28.857172,-81.676824
FL,Everglades,25.857784,-81.386481
FL,Fairview Shores,28.60048,-81.397751
FL,Fanning Springs,29.58815,-82.92507
FL,Feather Sound,27.910022,-82.688765
FL,Fellsmere,27.721191,-80.609944
FL,Fernandina Beach,30.65813,-81.45152
FL,Ferndale,28.619512,-81.692856
FL,Fern Park,28.648192,-81.345571
FL,Ferry Pass,30.521127,-87.186351
FL,Fidelis,30.930497,-87.030735
FL,Fisher Island,25.761725,-80.142283
FL,Fish Hawk,27.849253,-82.21509
FL,Five Points,30.22013,-82.644755
FL,Flagler Beach,29.473852,-81.13102
FL,Flagler Estates,29.648445,-81.457729
FL,Fleming Island,30.099018,-81.711918
FL,Floral City,28.70668,-82.306726
FL,Florida City,25.444071,-80.467665
FL,Florida Gulf Coast University,26.46768,-81.763678
FL,Florida Ridge,27.583462,-80.383467
FL,Floridatown,30.582419,-87.160944
FL,Forest City,28.661479,-81.444877
FL,Fort Braden,30.426034,-84.542655
FL,Fort Denaud,26.72271,-81.554106
FL,Fort Green,27.625455,-81.939711
FL,Fort Green Springs,27.587623,-81.940198
FL,Fort Lauderdale,26.141227,-80.146731
FL,Fort Meade,27.765879,-81.805464
FL,Fort Myers,26.620074,-81.829547
FL,Fort Myers Beach,26.430176,-81.91404
FL,Fort Myers Shores,26.713889,-81.743795
FL,Fort Pierce,27.426112,-80.342488
FL,Fort Pierce North,27.474942,-80.359341
FL,Fort Pierce South,27.409718,-80.354068
FL,Fort Walton Beach,30.424904,-86.621762
FL,Fort White,29.92243,-82.713558
FL,Fountainebleau,25.772279,-80.346246
FL,Four Corners,28.333179,-81.647492
FL,Franklin Park,26.132652,-80.176326
FL,Freeport,30.515421,-86.136241
FL,Frostproof,27.750043,-81.524351
FL,Fruit Cove,30.096829,-81.621051
FL,Fruitland Park,28.849595,-81.936899
FL,Fruitville,27.332867,-82.459479
FL,Fuller Heights,27.923312,-81.996569
FL,Fussels Corner,28.057629,-81.860679
FL,Gainesville,29.679537,-82.346793
FL,Garcon Point,30.476311,-87.085947
FL,Garden Grove,28.471735,-82.434493
FL,Gardner,27.36299,-81.786258
FL,Gateway,26.580042,-81.747645
FL,Geneva,28.736626,-81.116237
FL,Gibsonton,27.827564,-82.379282
FL,Gifford,27.675621,-80.425157
FL,Gladeview,25.839908,-80.238852
FL,Glencoe,29.015674,-80.969962
FL,Glen Ridge,26.67213,-80.076686
FL,Glen St. Mary,30.275166,-82.160296
FL,Glenvar Heights,25.709369,-80.315857
FL,Golden Beach,25.963274,-80.122149
FL,Golden Gate,26.183598,-81.703694
FL,Golden Glades,25.913038,-80.200668
FL,Goldenrod,28.611918,-81.291229
FL,Golf,26.50286,-80.105766
FL,Gonzalez,30.588748,-87.286299
FL,Goodland,25.925252,-81.647592
FL,Gotha,28.530986,-81.516577
FL,Goulding,30.439911,-87.229479
FL,Goulds,25.561249,-80.388073
FL,Graceville,30.960272,-85.512828
FL,Grand Ridge,30.70411,-85.022609
FL,Grant-Valkaria,27.934301,-80.565885
FL,Greenacres,26.627009,-80.13761
FL,Greenbriar,28.011284,-82.752725
FL,Green Cove Springs,29.985312,-81.680979
FL,Greensboro,30.570966,-84.72287
FL,Greenville,30.466762,-83.635254
FL,Greenwood,30.872685,-85.161169
FL,Grenelefe,28.049204,-81.547436
FL,Gretna,30.579594,-84.710972
FL,Grove City,26.906715,-82.326071
FL,Groveland,28.610215,-81.827086
FL,Gulf Breeze,30.368257,-87.173449
FL,Gulf Gate,27.257722,-82.507551
FL,Gulfport,27.746437,-82.709943
FL,Gulf Stream,26.486008,-80.057414
FL,Gun Club Estates,26.67535,-80.108413
FL,Haines City,28.112817,-81.616537
FL,Hallandale Beach,25.983955,-80.140766
FL,Hampton,29.864296,-82.138025
FL,Harbor Bluffs,27.907816,-82.826538
FL,Harbour Heights,26.992987,-82.005987
FL,Harlem,26.73237,-80.951845
FL,Harlem Heights,26.515132,-81.928186
FL,Harold,30.673827,-86.847369
FL,Hastings,29.71439,-81.499154
FL,Havana,30.630326,-84.413796
FL,Haverhill,26.690976,-80.121683
FL,Hawthorne,29.593677,-82.094467
FL,Heathrow,28.778682,-81.371052
FL,Heritage Bay,26.28453,-81.662408
FL,Heritage Pines,28.428758,-82.623382
FL,Hernando,28.954529,-82.393459
FL,Hernando Beach,28.468093,-82.667265
FL,Hialeah,25.869941,-80.302865
FL,Hialeah Gardens,25.887713,-80.356925
FL,Highland Beach,26.411621,-80.064352
FL,Highland City,27.963473,-81.878623
FL,Highland Park,27.862111,-81.566374
FL,High Point,28.547252,-82.520941
FL,High Springs,29.799634,-82.589322
FL,Hillcrest Heights,27.824864,-81.536196
FL,Hilliard,30.686551,-81.921197
FL,Hill 'n Dale,28.513764,-82.29086
FL,Hillsboro Beach,26.281529,-80.079208
FL,Hillsboro Pines,26.325108,-80.192141
FL,Hobe Sound,27.072663,-80.142367
FL,Holden Heights,28.51954,-81.400187
FL,Holden Lakes,28.498555,-81.384594
FL,Holiday,28.186216,-82.742637
FL,Holley,30.452894,-86.904342
FL,Holly Hill,29.245606,-81.047045
FL,Hollywood,26.030967,-80.164609
FL,Holmes Beach,27.510568,-82.715538
FL,Homeland,27.818138,-81.826981
FL,Homestead,25.466326,-80.443046
FL,Homestead Base,25.49328,-80.39022
FL,Homosassa,28.784867,-82.607604
FL,Homosassa Springs,28.809314,-82.540848
FL,Horizon West,28.44022,-81.613449
FL,Horseshoe Beach,29.443609,-83.288445
FL,Hosford,30.403387,-84.808087
FL,Howey-in-the-Hills,28.704409,-81.784045
FL,Hudson,28.359232,-82.689659
FL,Hunters Creek,28.359757,-81.437045
FL,Hurlburt Field,30.426372,-86.719287
FL,Hutchinson Island South,27.305322,-80.220243
FL,Hypoluxo,26.567253,-80.051812
FL,Immokalee,26.424012,-81.421556
FL,Indialantic,28.08622,-80.568302
FL,Indian Creek,25.877871,-80.137303
FL,Indian Harbour Beach,28.157468,-80.600147
FL,Indian Lake Estates,27.798648,-81.356231
FL,Indian River Estates,27.355216,-80.298032
FL,Indian River Shores,27.710084,-80.382032
FL,Indian Rocks Beach,27.895812,-82.846238
FL,Indian Shores,27.853154,-82.844616
FL,Indiantown,27.040053,-80.488242
FL,Inglis,29.033046,-82.661004
FL,Interlachen,29.622267,-81.894733
FL,Inverness,28.84221,-82.342295
FL,Inverness Highlands North,28.864505,-82.376959
FL,Inverness Highlands South,28.800689,-82.337182
FL,Inwood,28.038474,-81.767361
FL,Iona,26.51719,-81.960811
FL,"Islamorada, Village of Islands",24.984352,-80.543296
FL,Island Walk,26.25103,-81.710982
FL,Istachatta,28.661859,-82.274532
FL,Ives Estates,25.963406,-80.182871
FL,Jacksonville,30.336864,-81.661603
FL,Jacksonville Beach,30.272466,-81.385604
FL,Jacob City,30.885534,-85.413569
FL,Jan Phyl Village,28.016212,-81.793764
FL,Jasmine Estates,28.296095,-82.689171
FL,Jasper,30.455935,-82.934214
FL,Jay,30.950365,-87.152265
FL,Jennings,30.596821,-83.106994
FL,Jensen Beach,27.24398,-80.241136
FL,June Park,28.071734,-80.687788
FL,Juno Beach,26.875457,-80.059625
FL,Juno Ridge,26.849018,-80.062029
FL,Jupiter,26.918551,-80.11694
FL,Jupiter Farms,26.922525,-80.218037
FL,Jupiter Inlet Colony,26.947962,-80.075174
FL,Jupiter Island,27.026945,-80.101888
FL,Kathleen,28.119175,-82.040006
FL,Kendale Lakes,25.706946,-80.411595
FL,Kendall,25.669538,-80.354741
FL,Kendall West,25.706816,-80.440697
FL,Kenneth City,27.816064,-82.714643
FL,Kensington Park,27.356661,-82.494987
FL,Kenwood Estates,26.627619,-80.115194
FL,Key Biscayne,25.69068,-80.165587
FL,Key Colony Beach,24.721256,-81.021325
FL,Key Largo,25.122584,-80.411571
FL,Keystone,28.127642,-82.608095
FL,Keystone Heights,29.78294,-82.035615
FL,Key Vista,28.194078,-82.769807
FL,Key West,24.565063,-81.775539
FL,Kissimmee,28.30278,-81.417831
FL,LaBelle,26.720952,-81.452477
FL,Lacoochee,28.466059,-82.170417
FL,La Crosse,29.850087,-82.402638
FL,Lady Lake,28.919754,-81.932759
FL,Laguna Beach,30.254727,-85.951148
FL,Lake Alfred,28.098804,-81.724834
FL,Lake Belvedere Estates,26.690674,-80.135153
FL,Lake Buena Vista,28.377311,-81.524813
FL,Lake Butler,28.482847,-81.538656
FL,Lake Butler,30.018408,-82.342644
FL,Lake City,30.188638,-82.642246
FL,Lake Clarke Shores,26.645628,-80.075276
FL,Lake Hamilton,28.049203,-81.62685
FL,Lake Harbor,26.688498,-80.807923
FL,Lake Hart,28.38128,-81.231847
FL,Lake Helen,28.983864,-81.231087
FL,Lake Kathryn,28.99807,-81.488413
FL,Lake Kerr,29.349169,-81.792387
FL,Lakeland,28.055496,-81.954772
FL,Lakeland Highlands,27.957379,-81.951054
FL,Lake Lindsey,28.632263,-82.361693
FL,Lake Lorraine,30.440566,-86.565364
FL,Lake Mack-Forest Hills,29.000455,-81.406347
FL,Lake Magdalene,28.081724,-82.484183
FL,Lake Mary,28.759104,-81.332813
FL,Lake Mary Jane,28.37897,-81.170158
FL,Lake Mystic,30.391558,-84.991325
FL,Lake Panasoffkee,28.784289,-82.123072
FL,Lake Park,26.800059,-80.06746
FL,Lake Placid,27.302605,-81.371476
FL,Lake Sarasota,27.294739,-82.433175
FL,Lakeside,30.136548,-81.769246
FL,Lake Wales,27.920697,-81.599505
FL,Lakewood Park,27.539014,-80.38716
FL,Lakewood Ranch,27.423532,-82.386716
FL,Lake Worth Beach,26.61972,-80.058718
FL,Lamont,30.379675,-83.813376
FL,Land O' Lakes,28.208307,-82.445842
FL,Lantana,26.58336,-80.05538
FL,Largo,27.905913,-82.767236
FL,Lauderdale-by-the-Sea,26.191337,-80.09946
FL,Lauderdale Lakes,26.166932,-80.200826
FL,Lauderhill,26.162225,-80.224434
FL,Laurel,27.153118,-82.455873
FL,Laurel Hill,30.960581,-86.457819
FL,Lawtey,30.04844,-82.072478
FL,Layton,24.825131,-80.811624
FL,Lazy Lake,26.156345,-80.145203
FL,Lealman,27.819699,-82.68461
FL,Lecanto,28.824131,-82.500918
FL,Lee,30.413101,-83.304142
FL,Leesburg,28.717206,-81.903089
FL,Lehigh Acres,26.612695,-81.638845
FL,Leisure City,25.493935,-80.436093
FL,Lely,26.105492,-81.727846
FL,Lely Resort,26.096381,-81.704481
FL,Lemon Grove,27.593128,-81.650293
FL,Liberty Triangle,29.075982,-82.219131
FL,Lighthouse Point,26.277756,-80.088619
FL,Limestone,27.367249,-81.904786
FL,Limestone Creek,26.943291,-80.140784
FL,Lisbon,28.882515,-81.774316
FL,Live Oak,30.29565,-82.985117
FL,Lloyd,30.483413,-84.026123
FL,Lochmoor Waterway Estates,26.642486,-81.907186
FL,Lockhart,28.627103,-81.433784
FL,Longboat Key,27.400457,-82.644175
FL,Longwood,28.701396,-81.348389
FL,Loughman,28.237997,-81.569837
FL,Lower Grand Lagoon,30.143134,-85.752221
FL,Loxahatchee Groves,26.720882,-80.277195
FL,Lutz,28.140689,-82.44972
FL,Lynn Haven,30.233571,-85.636917
FL,Macclenny,30.281039,-82.125253
FL,McGregor,26.561555,-81.912922
FL,McIntosh,29.449355,-82.220739
FL,Madeira Beach,27.79556,-82.791566
FL,Madison,30.471487,-83.413453
FL,Maitland,28.629625,-81.37291
FL,Malabar,27.987057,-80.58245
FL,Malone,30.95895,-85.162154
FL,Manalapan,26.56664,-80.040186
FL,Manasota Key,26.924043,-82.353116
FL,Manatee Road,29.514538,-82.919212
FL,Mango,27.992201,-82.307312
FL,Mangonia Park,26.758597,-80.076142
FL,Marathon,24.732338,-81.025122
FL,Marco Island,25.932025,-81.704838
FL,Marco Shores-Hammock Bay,25.995653,-81.695858
FL,Margate,26.248037,-80.211169
FL,Marianna,30.761445,-85.256258
FL,Marineland,29.66953,-81.214833
FL,Marion Oaks,29.001261,-82.195305
FL,Mary Esther,30.411654,-86.659006
FL,Masaryktown,28.44184,-82.460736
FL,Mascotte,28.604341,-81.905549
FL,Matlacha,26.636436,-82.076605
FL,Matlacha Isles-Matlacha Shores,26.629311,-82.058719
FL,Mayo,30.051197,-83.176898
FL,Meadow Oaks,28.349751,-82.597647
FL,Meadow Woods,28.372902,-81.333706
FL,Medley,25.864855,-80.357618
FL,Medulla,27.958507,-81.981212
FL,Melbourne,28.110438,-80.662717
FL,Melbourne Beach,28.066869,-80.559603
FL,Melbourne Village,28.087962,-80.665121
FL,Memphis,27.54495,-82.555899
FL,Merritt Island,28.309239,-80.675956
FL,Mexico Beach,29.947711,-85.416059
FL,Miami,25.775163,-80.208615
FL,Miami Beach,25.810596,-80.148852
FL,Miami Gardens,25.948892,-80.243585
FL,Miami Lakes,25.912739,-80.320422
FL,Miami Shores,25.867011,-80.178341
FL,Miami Springs,25.820164,-80.288945
FL,Micanopy,29.506351,-82.280499
FL,Micco,27.856377,-80.51129
FL,Miccosukee,30.593056,-84.046779
FL,Middleburg,30.050226,-81.901075
FL,Midway,30.502715,-84.460593
FL,Midway,30.405055,-87.009612
FL,Midway,28.792398,-81.231279
FL,Milton,30.629413,-87.052598
FL,Mims,28.691319,-80.843999
FL,Minneola,28.602324,-81.729452
FL,Miramar,25.972529,-80.338582
FL,Miramar Beach,30.384881,-86.343631
FL,Molino,30.702751,-87.320706
FL,Monticello,30.542248,-83.872178
FL,Montura,26.642838,-81.093769
FL,Montverde,28.602468,-81.674134
FL,Moon Lake,28.297893,-82.605576
FL,Moore Haven,26.833752,-81.098451
FL,Morriston,29.281127,-82.440031
FL,Mount Carmel,30.991549,-87.124366
FL,Mount Dora,28.813349,-81.633411
FL,Mount Plymouth,28.803875,-81.53449
FL,Mulat,30.559771,-87.130062
FL,Mulberry,27.899555,-82.012217
FL,Munson,30.829059,-86.889723
FL,Myrtle Grove,30.414537,-87.302824
FL,Naples,26.150485,-81.795299
FL,Naples Manor,26.08969,-81.724811
FL,Naples Park,26.262921,-81.811316
FL,Naranja,25.516148,-80.421926
FL,Nassau Village-Ratliff,30.510826,-81.80884
FL,Navarre,30.416071,-86.888674
FL,Navarre Beach,30.376448,-86.893666
FL,Neptune Beach,30.312573,-81.393123
FL,Newberry,29.645825,-82.594604
FL,New Port Richey,28.246638,-82.717502
FL,New Port Richey East,28.263251,-82.6942
FL,New Smyrna Beach,29.02936,-80.95486
FL,Niceville,30.528825,-86.475995
FL,Nobleton,28.645075,-82.261536
FL,Nocatee,30.085107,-81.409909
FL,Nokomis,27.123799,-82.435785
FL,Noma,30.978109,-85.620983
FL,North Bay Village,25.849129,-80.151029
FL,North Brooksville,28.577393,-82.331867
FL,Northdale,28.104607,-82.528112
FL,North DeLand,29.048415,-81.296528
FL,North Fort Myers,26.717956,-81.845811
FL,North Key Largo,25.260754,-80.321566
FL,North Lauderdale,26.21245,-80.221392
FL,North Merritt Island,28.461126,-80.713145
FL,North Miami,25.900829,-80.1686
FL,North Miami Beach,25.929996,-80.165179
FL,North Palm Beach,26.820298,-80.056905
FL,North Port,27.058166,-82.198044
FL,North Redington Beach,27.819702,-82.823228
FL,North River Shores,27.22169,-80.276115
FL,North Sarasota,27.356636,-82.522318
FL,North Weeki Wachee,28.553581,-82.554864
FL,Oak Hill,28.876961,-80.834957
FL,Oakland,28.552076,-81.636676
FL,Oakland Park,26.179051,-80.152411
FL,Oakleaf Plantation,30.174025,-81.83641
FL,Oak Ridge,28.472766,-81.416685
FL,Ocala,29.17751,-82.151025
FL,Ocala Estates,29.201763,-82.309793
FL,Ocean Breeze,27.240954,-80.225681
FL,Ocean City,30.439857,-86.607246
FL,Ocean Ridge,26.530938,-80.046814
FL,Ocklawaha,29.045855,-81.934911
FL,Ocoee,28.57882,-81.533045
FL,Odessa,28.182333,-82.550417
FL,Ojus,25.954635,-80.171414
FL,Okahumpka,28.74592,-81.896193
FL,Okeechobee,27.241608,-80.829311
FL,Old Miakka,27.318681,-82.279302
FL,Oldsmar,28.048381,-82.671254
FL,Olga,26.708176,-81.693388
FL,Olympia Heights,25.727896,-80.339
FL,Ona,27.482963,-81.909728
FL,On Top of the World,29.105817,-82.286572
FL,Opa-locka,25.899998,-80.255219
FL,Orange City,28.93728,-81.283339
FL,Orange Park,30.170853,-81.704672
FL,Orangetree,26.292899,-81.57587
FL,Orchid,27.771941,-80.424461
FL,Oriole Beach,30.372465,-87.100486
FL,Orlando,28.40865,-81.254805
FL,Orlovista,28.544055,-81.462937
FL,Ormond Beach,29.293276,-81.101447
FL,Ormond-by-the-Sea,29.343284,-81.068605
